task_id,review,final_label,confidence,needs_human,reached_agreement,agreement_round,reasoning,relevant_argument,relevant_evidence,irrelevant_argument,irrelevant_evidence,adjudicator_reasoning
10,"tôi cập nhật lại aP hack não này từ hôm qua lúc tôi làm đã đến unit 40 nhưng lúc cập nhật về mở ra thì nó lại trở về unit 28 (lúc mà tôi cập nhật lần đầu tiên ,còn đây là lần thứ 2 tôi cập nhật) tôi chỉ cho aP này   1star   cho đến khi nào aP trở về trạng thái ban đầu ( đủ hết 40 unit như lúc chưa cậ... bài đánh giá đầy đủ",1,0.9,False,True,1,Agents agreed at round 1,"Review thể hiện sự không hài lòng giữa thực tế và kỳ vọng, người viết mong muốn ứng dụng trở về trạng thái ban đầu với đủ 40 unit như trước khi cập nhật. Điều này cho thấy người viết có mục đích xây dựng khi đưa ra yêu cầu cụ thể để cải thiện ứng dụng.",tôi chỉ cho aP này 1star cho đến khi nào aP trở về trạng thái ban đầu ( đủ hết 40 unit như lúc chưa cập nhật),"Review thể hiện sự không hài lòng giữa thực tế và kỳ vọng, kèm theo mong muốn được giải quyết. Người viết bày tỏ sự thất vọng khi ứng dụng (aP) họ cập nhật lại không giữ được trạng thái trước đó (đã hoàn thành 40 unit nhưng sau cập nhật lại trở về unit 28). Họ đề xuất một cách gián tiếp bằng việc cho ứng dụng 1 sao cho đến khi vấn đề được giải quyết, ngụ ý rằng họ muốn ứng dụng trở về trạng thái ban đầu (hoàn thành đủ 40 unit như trước khi cập nhật). Điều này cho thấy người viết có mục đích xây dựng, mong muốn nhà phát triển cải thiện hoặc sửa lỗi trong ứng dụng.",tôi chỉ cho aP này 1star cho đến khi nào aP trở về trạng thái ban đầu ( đủ hết 40 unit như lúc chưa cập nhật),
11,mình mới tiếp xúc và bắt đầu tự học nhưng đã thấy ứng dụng rất tốt. mong admin sẽ phát triển ứng dụng tốt hơn nữa. cám ơn,0,0.9,False,True,1,Agents agreed at round 1,"Review thể hiện sự hài lòng và mong muốn tốt đẹp cho ứng dụng, không có sự không hài lòng hoặc đề xuất cụ thể để giải quyết vấn đề.",mình mới tiếp xúc và bắt đầu tự học nhưng đã thấy ứng dụng rất tốt. mong admin sẽ phát triển ứng dụng tốt hơn nữa. cám ơn,"Review thể hiện sự hài lòng và mong muốn phát triển tốt hơn, không có sự không hài lòng hoặc đề xuất cụ thể để giải quyết vấn đề.",mình mới tiếp xúc và bắt đầu tự học nhưng đã thấy ứng dụng rất tốt. mong admin sẽ phát triển ứng dụng tốt hơn nữa. cám ơn,
12,sản phẩm tốt giá rẻ 👍,0,0.9,False,True,1,Agents agreed at round 1,"Review chỉ khen ngợi sản phẩm tốt và giá rẻ, không có sự không hài lòng hoặc đề xuất nào.",sản phẩm tốt giá rẻ 👍,"Review chỉ khen ngợi sản phẩm tốt và giá rẻ, không có bất kỳ sự không hài lòng hoặc đề xuất nào.",sản phẩm tốt giá rẻ,
13,"chào tiki, bạn giao thiếu hàng của tôi, thậm chí là cả giấy biL dán lên kiện cũng chỉ ghi một món thôi mà vẫn đề thu giá tiền 2 món sao. ? ban đầu khi thấy gói hàng được đóng rất cẩn thận làm mình rất hài lòng, nhưng sau khi mở ra và phát hiện lỗi này thì mình rất thất vọng, liệu có phải bạn cố ý làm... bài đánh giá đầy đủ",1,0.9,False,True,1,Agents agreed at round 1,"Review thể hiện sự không hài lòng giữa thực tế và kỳ vọng khi khách hàng nhận được hàng thiếu và giá tiền không đúng. Khách hàng cũng đặt ra câu hỏi về việc liệu có phải là cố ý, điều này cho thấy sự không hài lòng và mong muốn được giải quyết. Mặc dù có một chút cảm xúc tiêu cực, nhưng review vẫn mang tính xây dựng khi khách hàng muốn được giải quyết vấn đề.","chào tiki, bạn giao thiếu hàng của tôi, thậm chí là cả giấy biL dán lên kiện cũng chỉ ghi một món thôi mà vẫn đề thu giá tiền 2 món sao. ? ban đầu khi thấy gói hàng được đóng rất cẩn thận làm mình rất hài lòng, nhưng sau khi mở ra và phát hiện lỗi này thì mình rất thất vọng, liệu có phải bạn cố ý làm...","Review thể hiện sự không hài lòng giữa thực tế và kỳ vọng khi người viết nhận thấy hàng hóa bị giao thiếu và giá tiền không đúng. Người viết cũng đặt ra câu hỏi về việc liệu có phải là cố ý, điều này cho thấy sự không hài lòng và mong muốn được giải quyết. Mặc dù không có đề xuất cụ thể, nhưng review này vẫn mang tính xây dựng vì nó chỉ ra vấn đề và mong muốn được cải thiện.","chào tiki, bạn giao thiếu hàng của tôi, thậm chí là cả giấy biL dán lên kiện cũng chỉ ghi một món thôi mà vẫn đề thu giá tiền 2 món sao. ? ban đầu khi thấy gói hàng được đóng rất cẩn thận làm mình rất hài lòng, nhưng sau khi mở ra và phát hiện lỗi này thì mình rất thất vọng, liệu có phải bạn cố ý làm...",
14,giao đủ sản phẩm... mong là lần sau  cửa hàng  giao hàng nên gói sản phẩm vào bọc nhựa chống xóc... cứ để không lông trong hộp như vậy mà cái hộp đựng thì không gian chứa quá rộng... mong  cửa hàng  chú ý,1,0.9,False,True,1,Agents agreed at round 1,Review thể hiện sự không hài lòng với cách đóng gói sản phẩm và đề xuất cửa hàng nên gói sản phẩm vào bọc nhựa chống xóc để cải thiện chất lượng giao hàng.,mong là lần sau cửa hàng giao hàng nên gói sản phẩm vào bọc nhựa chống xóc... cứ để không lông trong hộp như vậy mà cái hộp đựng thì không gian chứa quá rộng... mong cửa hàng chú ý,Review thể hiện sự không hài lòng với cách đóng gói sản phẩm và đề xuất cửa hàng nên gói sản phẩm vào bọc nhựa chống xóc để cải thiện chất lượng dịch vụ. Điều này cho thấy người viết có mục đích xây dựng và mong muốn được giải quyết vấn đề.,mong là lần sau cửa hàng giao hàng nên gói sản phẩm vào boc nhựa chống xóc... cứ để không lông trong hộp như vậy mà cái hộp đựng thì không gian chứa quá rộng... mong cửa hàng chú ý,
15,"sản phẩm nguyên seal, dóng goi cẩn thận",0,0.9,False,True,1,Agents agreed at round 1,"Review chỉ mô tả sản phẩm nguyên seal và dóng gói cẩn thận, không có bất kỳ sự không hài lòng hoặc đề xuất nào. Điều này cho thấy người viết chỉ đang cung cấp thông tin về sản phẩm mà không có mục đích phàn nàn hoặc xây dựng.","sản phẩm nguyên seal, dóng goi cẩn thận","Review chỉ khen ngợi về sản phẩm được đóng gói cẩn thận và nguyên seal, không có bất kỳ sự không hài lòng hoặc đề xuất nào.","sản phẩm nguyên seal, dóng goi cẩn thận",
16,"mới dùng 2 ngày chưa thấy hiệu  quả  lắm.  được  cái nhìn da min và láng hơn. tinh chất thấm nhanh và không gây dầu nữa. mỗi tội lazada vận chuyển hàng tẹ quá, không hết vỏ hộp bung lọ tinh chất ra ngoài làm mình cứ lo hàng giả nhưng test lại với thuốc sát trùng thì vẫn đúng. hy vọng dùng một thời gian nữa da sẽ có cải thiện",1,0.9,False,True,1,Agents agreed at round 1,"Review thể hiện sự không hài lòng với hiệu quả sản phẩm sau 2 ngày sử dụng và chất lượng vận chuyển của Lazada, nhưng cũng có những điểm tích cực như da min và láng hơn, tinh chất thấm nhanh và không gây dầu. Người viết cũng bày tỏ hy vọng về việc sử dụng sản phẩm trong thời gian dài hơn để có cải thiện. Điều này cho thấy review có mục đích xây dựng và mong muốn được giải quyết vấn đề.",mới dùng 2 ngày chưa thấy hiệu quả lắm... hy vọng dùng một thời gian nữa da sẽ có cải thiện,"Review thể hiện sự không hài lòng với hiệu quả sản phẩm sau 2 ngày sử dụng và chất lượng vận chuyển của Lazada, nhưng cũng có những điểm tích cực như da min và láng hơn, tinh chất thấm nhanh và không gây dầu. Người viết cũng bày tỏ mong muốn về việc cải thiện da sau một thời gian sử dụng. Điều này cho thấy review có mục đích xây dựng, đề xuất và cảnh báo, phù hợp với định nghĩa của Nhãn 1.","mới dùng 2 ngày chưa thấy hiệu quả lắm... hy vọng dùng một thời gian nữa da sẽ có cải thiện... mỗi tội lazada vận chuyển hàng tẹ quá, không hết vỏ hộp bung lọ tinh chất ra ngoài làm mình cứ lo hàng giả",
17,"phần mềm chay tốt, thường xuyên được cập nhật thêm tỉnh năng mới. mong moi người cài đặt để bảo vệ mình và bảo vệ cộng đồng.",0,0.9,False,True,1,Agents agreed at round 1,"Review thể hiện sự hài lòng với phần mềm và mong muốn mọi người cài đặt để bảo vệ mình và cộng đồng. Không có sự không hài lòng giữa thực tế và kỳ vọng, mà chỉ có lời khuyên tích cực.","phần mềm chay tốt, thường xuyên được cập nhật thêm tỉnh năng mới. mong moi người cài đặt để bảo vệ mình và bảo vệ cộng đồng.",Review thể hiện sự hài lòng với phần mềm và mong muốn mọi người cài đặt để bảo vệ mình và cộng đồng. Không có sự không hài lòng hoặc đề xuất giải quyết vấn đề cụ thể.,"phần mềm chay tốt, thường xuyên được cập nhật thêm tỉnh năng mới. mong moi người cài đặt để bảo vệ mình và bảo vệ cộng đồng.",
18,được làm bạn,0,0.9,False,True,1,Agents agreed at round 1,"Review không thể hiện sự không hài lòng giữa thực tế và kỳ vọng, cũng không có đề xuất hoặc cảnh báo cụ thể. Không có thông tin cụ thể nào trong review để đánh giá.",Review không cung cấp thông tin cụ thể nào về sản phẩm hoặc dịch vụ.,"Review không thể hiện sự không hài lòng giữa thực tế và kỳ vọng, cũng không có đề xuất hoặc cảnh báo cụ thể nào. Nội dung 'được làm bạn' không mang tính xây dựng hoặc chỉ trích cụ thể nào.","Review không cung cấp thông tin cụ thể về sản phẩm hoặc dịch vụ, chỉ có cụm từ 'được làm bạn' mà không có thêm chi tiết nào khác.",
19,"em có một tài khoản lần đầu em bị mất xim nên em đã thêm số điện thoại mới. thế mà mới vừa rồi em đổi mật khẩu quên khuấy mất. nên em dùng số mới để quên mật khẩu mà nó cứ đòi gửi mã về số điện thoại cũ kia. bây giờ em không biết làm như thế này cả, tài khoản ấy em chơi mấy năm rồi .",1,0.9,False,True,1,Agents agreed at round 1,"Review thể hiện sự không hài lòng khi người dùng không thể sử dụng số điện thoại mới để lấy lại mật khẩu, và họ đang gặp khó khăn với tài khoản của mình. Điều này cho thấy sự không hài lòng giữa thực tế và kỳ vọng, và người dùng đang mong muốn có một giải pháp để giải quyết vấn đề này.","thế mà mới vừa rồi em đổi mật khẩu quên khuấy mất. nên em dùng số mới để quên mật khẩu mà nó cứ đòi gửi mã về số điện thoại cũ kia. bây giờ em không biết làm như thế này cả, tài khoản ấy em chơi mấy năm rồi","Review thể hiện sự không hài lòng giữa thực tế và kỳ vọng khi người dùng không thể sử dụng số điện thoại mới để lấy lại mật khẩu đã quên. Người dùng đang gặp khó khăn và mong muốn có một giải pháp để giải quyết vấn đề này, điều này thể hiện qua câu 'bây giờ em không biết làm như thế này cả, tài khoản ấy em chơi mấy năm rồi'. Điều này cho thấy người dùng đang tìm kiếm sự giúp đỡ hoặc một cách thức để giải quyết vấn đề, phù hợp với định nghĩa của Nhãn 1.","bây giờ em không biết làm như thế này cả, tài khoản ấy em chơi mấy năm rồi",
20,"game khá hay, nhưng hơi mất cân bằng giữa các phái. cần giảm sức mạnh của phái người thú đặc biệt là brutus xem bảng xếp hạng toàn thấy đội người thú thôi chán lắm. tỉ lệ ra tướng tím cũng khá thấp. càng về sau thì màn chơi hơi đuối nên lâu lắm mới qua được một màn boS. chế độ trong game nên phong p... bài đánh giá đầy đủ",1,0.9,False,True,1,Agents agreed at round 1,"Review thể hiện sự không hài lòng với một số khía cạnh của game, bao gồm sự mất cân bằng giữa các phái, sức mạnh của phái người thú, tỉ lệ ra tướng tím thấp và chế độ trong game chưa phong phú. Người viết đưa ra các đề xuất cụ thể như giảm sức mạnh của phái người thú, cải thiện tỉ lệ ra tướng tím và phát triển chế độ trong game. Điều này cho thấy người viết có mục đích xây dựng và mong muốn được giải quyết các vấn đề họ gặp phải trong game.",cần giảm sức mạnh của phái người thú đặc biệt là brutus xem bảng xếp hạng toàn thấy đội người thú thôi chán lắm. tỉ lệ ra tướng tím cũng khá thấp. càng về sau thì màn chơi hơi đuối nên lâu lắm mới qua được một màn boS. chế độ trong game nên phong p...,"Review thể hiện sự không hài lòng giữa thực tế và kỳ vọng, kèm theo mong muốn được giải quyết. Người viết đề xuất giảm sức mạnh của phái người thú, đặc biệt là Brutus, và cải thiện tỉ lệ ra tướng tím. Điều này cho thấy mục đích xây dựng và mong muốn cải thiện game.",cần giảm sức mạnh của phái người thú đặc biệt là brutus xem bảng xếp hạng toàn thấy đội người thú thôi chán lắm. tỉ lệ ra tướng tím cũng khá thấp. càng về sau thì màn chơi hơi đuối nên lâu lắm mới qua được một màn boS. chế độ trong game nên phong p...,
21,"son được,nhưng không lì lắm",1,0.9,False,True,1,Agents agreed at round 1,"Review thể hiện sự không hài lòng với sản phẩm son vì nó không lì lắm, điều này cho thấy sự không hài lòng giữa thực tế và kỳ vọng. Mặc dù không có đề xuất cụ thể, nhưng việc chỉ ra điểm không hài lòng có thể được xem là một hình thức cảnh báo hoặc góp ý cho nhà sản xuất hoặc người dùng khác.","son được, nhưng không lì lắm","Review thể hiện sự không hài lòng với sản phẩm son khi nói rằng nó ""không lì lắm"", điều này cho thấy sự không hài lòng giữa thực tế và kỳ vọng. Mặc dù không có đề xuất cụ thể, nhưng việc chỉ ra điểm không hài lòng có thể được xem là một hình thức của cảnh báo hoặc góp ý cho nhà sản xuất.","son được, nhưng không lì lắm",
22,"cập nhật không gì vào game không  được , load 79% đứng hình luôn. một sai lầm của các game là đưa thêm nhiều tính năng, cập nhật, làm máy nặng, lag. người chơi phải hoàn thành nhiều nhiệm vụ, mà số không ít người chơi không có thời gian, đâm ra nản rồi xoá game.",1,0.9,False,True,1,Agents agreed at round 1,"Review thể hiện sự không hài lòng với việc cập nhật game không được, load chậm và lag. Người viết cũng đề cập đến việc đưa thêm nhiều tính năng làm máy nặng và người chơi phải hoàn thành nhiều nhiệm vụ, dẫn đến nản và xoá game. Điều này cho thấy người viết đang thể hiện sự không hài lòng và có mục đích xây dựng bằng cách cảnh báo về những vấn đề của game.","cập nhật không gì vào game không được , load 79% đứng hình luôn. một sai lầm của các game là đưa thêm nhiều tính năng, cập nhật, làm máy nặng, lag. người chơi phải hoàn thành nhiều nhiệm vụ, mà số không ít người chơi không có thời gian, đâm ra nản rồi xoá game.","Review thể hiện sự không hài lòng với việc cập nhật game không được, load đứng hình và đưa thêm nhiều tính năng làm máy nặng, lag. Người viết cũng đề cập đến việc người chơi phải hoàn thành nhiều nhiệm vụ mà không có thời gian, dẫn đến nản và xoá game. Điều này cho thấy người viết đang thể hiện sự không hài lòng và có mục đích xây dựng bằng cách cảnh báo về những vấn đề của game.","cập nhật không gì vào game không được , load 79% đứng hình luôn. một sai lầm của các game là đưa thêm nhiều tính năng, cập nhật, làm máy nặng, lag. người chơi phải hoàn thành nhiều nhiệm vụ, mà số không ít người chơi không có thời gian, đâm ra nản rồi xoá game.",
23,kem nền ok. nhanh khô khồng nhờn. giao hàng nhanh. thời gian đặt hàng đến khi nhận hàng chưa đầy 24h,0,0.9,False,True,1,Agents agreed at round 1,"Review chỉ khen ngợi và thể hiện sự hài lòng với sản phẩm và dịch vụ giao hàng, không có sự không hài lòng hoặc đề xuất nào.",kem nền ok. nhanh khô khồng nhờn. giao hàng nhanh. thời gian đặt hàng đến khi nhận hàng chưa đầy 24h,"Review chỉ khen ngợi và thể hiện sự hài lòng với sản phẩm và dịch vụ giao hàng, không có sự không hài lòng hoặc đề xuất nào.",kem nền ok. nhanh khô khồng nhờn. giao hàng nhanh. thời gian đặt hàng đến khi nhận hàng chưa đầy 24h,
24,cao m63 mặc hơi ngắn ạ còn quần đẹp hình nè,1,0.9,False,True,1,Agents agreed at round 1,"Review thể hiện sự không hài lòng với sản phẩm (quần áo m63 mặc hơi ngắn), nhưng cũng có phần khen ngợi (quần đẹp). Điều này cho thấy người viết có mục đích xây dựng, muốn cung cấp thông tin hữu ích cho người đọc về sản phẩm.",cao m63 mặc hơi ngắn ạ còn quần đẹp,"Review thể hiện sự không hài lòng với sản phẩm (cao m63 mặc hơi ngắn), nhưng cũng có phần khen ngợi (quần đẹp). Điều này cho thấy người viết có mục đích xây dựng, muốn cung cấp thông tin trung thực và hữu ích cho người đọc.",cao m63 mặc hơi ngắn ạ còn quần đẹp,
25,không có sticker hàng lỗi chả đâu vào đâu,1,0.9,False,True,1,Agents agreed at round 1,"Review thể hiện sự không hài lòng với sản phẩm khi nói 'không có sticker hàng lỗi chả đâu vào đâu', điều này cho thấy sự không hài lòng giữa thực tế và kỳ vọng. Tuy nhiên, review này không có đề xuất cụ thể, cảnh báo hoặc lời khuyên rõ ràng. Nhưng nó có thể được xem là một cảnh báo ngầm về chất lượng sản phẩm hoặc dịch vụ. Do đó, tôi sẽ giữ quan điểm ban đầu và gán nhãn 1 cho review này vì nó thể hiện sự không hài lòng và có thể được xem là một hình thức cảnh báo.",không có sticker hàng lỗi chả đâu vào đâu,"Review thể hiện sự không hài lòng với sản phẩm khi nói 'không có sticker hàng lỗi chả đâu vào đâu'. Điều này cho thấy người viết không hài lòng với chất lượng hoặc cách xử lý của sản phẩm. Mặc dù không có đề xuất cụ thể, nhưng câu nói này có thể được xem là một cảnh báo hoặc một lời phàn nàn mang tính xây dựng, nhằm giúp người bán hoặc nhà sản xuất cải thiện chất lượng sản phẩm.",không có sticker hàng lỗi chả đâu vào đâu,
